,address,name,online_order,book_table,rate,votes,rest_type,dish_liked,cost
3036,"432, Nallurahalli Road, Siddapura, Whitefield, Bangalore",Spice Boulevard,0,0,3.9,90,11,"Sandwich, Pancakes, Garlic Bread, Coffee, Nachos, Pasta Alfredo, Wine",700.0
3037,"710, Thubarahalli, Varthur Main Road, Whitefield, Bangalore",Empire Restaurant,1,0,3.5,156,63,"Roti, Shawarma, Tandoori Chicken, Paratha, Egg Noodles",400.0
3038,"Shop 2, Park Nest Apartment, Near Munekolala Government High School, Munekolala, Marathahalli, Bangalore",Midnight Mania,1,0,3.8,599,25,"Veggie Pizza, Pasta, Peri Peri Pizza, Garlic Bread, Margherita Pizza",700.0
3039,"Near Apollo Clinic, Kundalahalli Gate, Thubarahalli, Brookefield, Bangalore",Buddha Treats,1,0,4.2,351,17,"Momos, Chilli Chicken, Sweet Corn Chicken Soup, Wonton Soup, Crispy Noodle, Chicken Garlic Noodle",600.0
3040,Delivery Only,La-Pizza,1,0,3.6,151,25,"Pasta, Burgers, Farm Pizza, Fries",450.0
3041,"Near Madurai Idly, SGR Dental College Road, CKB Layout, Chandra Layout, Marathahalli, Bengalore",DinePost9,1,0,3.8,798,25,"Chicken Manchurian, Biryani, Chicken Butter Masala, Tandoori Chicken, Paneer Curry, Dal Fry, Gulab Jamun",450.0
3042,"710, Thubarahalli Varthur Main Road, Whitefield, Bangalore",Fish Chain,1,0,3.8,78,63,Biryani,250.0
3043,"Opposite Iris Inn, Mahadevpura, Near, Marathahalli, Bangalore",Night Food Joint,1,0,2.8,295,25,"Paratha, Noodles",500.0
3044,"140, Pattandur Agarahara, Whitefield, Bangalore",Roti Ghar Ki,1,0,4.0,107,53,"Chole, Paratha, Rajma",400.0
3045,"Nallurhalli, Borewell Road, Whitefield",Techies Kitchen,1,0,3.6,193,25,"Chicken Biryani, Aloo Paratha",400.0
3046,"3, A Square Plaza, Ground Floor, ITPL Main Road, Near Brookefield Mall, Brookefield, Bangalore",Imperio Restaurant,1,1,4.2,767,17,"Hyderabadi Biryani, Chicken Kebab, Corn Paratha, Chicken Dosa, Butter Chicken, Fish, Malabari Biryani",700.0
3047,"107/2A, Padma Building, Vivekananda Layout, Munnekolala, Marathahalli, Bangalore",BITEBOX,1,0,4.4,150,53,"Biryani, Sandwich, Thali, Roti, Shahi Paneer",300.0
3048,"Shop 4, 346, 4th Main Road, B Block, AECS Layout, Brookefield, Bangalore",Tandoor Box,1,0,3.5,69,17,"Dal Makhani, Butter Chicken, Tandoori Momos",850.0
3049,"House 49, 3rd Floor,Above Facebake Bakery, Vaikuntam Layout, Lakshminarayana Pura, AECS Layout, Marathahalli, Bangalore",Eatzgreen,1,0,3.8,58,53,"Paratha, Thali",500.0
3050,"389/2, 7th Cross, Jayammamuni Reddy Building, Tulsi Theatre Road, Marathahalli, Bangalore",Biryani Day,1,0,3.7,751,17,"Tandoori Chicken, Chicken Boneless Biryani, Paneer Biryani",500.0
3051,"95, Nathan Pridus, Karthik Nagar, Outer Ring Road, Marathahalli, Bangalore",Cafe Coffee Day,1,0,3.6,97,11,"Coffee, Cappuccino, Sandwiches, Chocolate Fantasy, Tea, Nachos, Brownie",650.0
3052,"114, Tigalarapalya Main Road, Near Rajpalya Bus Stand, Beside Prime Blue Forest Apartments, Rajpalya, Hoodi, Whitefield, Bangalore",Dehati Murgee,1,0,4.0,151,53,"Laccha Paratha, Murgh Lababdar, Biryani, Mutton Bhuna Gosht, Litti, Bhuna Chicken",600.0
3053,"12/3, Whitefield Main Road, Whitefield, Bangalore",Refresh,1,0,3.6,297,53,"Poha, Vada Pav, Tea, Sandwiches, Chicken Sandwich, French Omelette, French Fries",400.0
3054,"1st Floor, NS Complex, ITPL Road, Kundalahalli Gate, Lakshminarayana Pura, Marathahalli, Bangalore",MealsTree,1,0,3.6,162,25,Chana Daal,400.0
3055,"Thubarahalli, Whitefield, Bangalore",Treatley,1,0,3.3,405,25,"Dal Makhani, Rice Bowl, Butter Chicken Box, Cheese Paratha, Panneer Butter Masala",500.0
3056,"Sai Baba Mandir Road, Manjunatha Layout, Silver Springs Layout, Munnekolal, Marathahalli, Bangalore",Game Of Tandoors,1,0,3.7,241,53,"Rabri, Naan, Chaap, Raita, Tandoori Chicken, Tangdi Kabab, Dal Makhani",400.0
3057,"Near HDFC ATM, ITPL Main Road, Whitefield",Mojo Pizza - 2X Toppings,1,0,4.3,200,63,"Chicken Wings, Garlic Bread, Cheesy Pizza, Chocolava Cake, Paneer Tikka Pizza, Chicken Tikka Pizza, House Pizza",600.0
3058,"90/3 Sri Sapthagiri Complex,Outer ring road marathahalli,Opp to innovative Multiplex, Marathahalli, Bangalore",Yo! Chow,1,1,4.4,1777,17,"Noodles, Garlic Butter Noodle, Momos, Chicken Soup, Vanilla Ice Cream, Mocktails, Jasmine Tea",800.0
3059,"518, VV Arcade,1st Main, AECS Layout, B Block, Kundalahalli, Brookefield, Bangalore",Kanti Sweets,1,0,4.2,218,60,"Mysore Pak, Ladoo, Rasgulla",400.0
3060,"111/4, GMR Abby Towers, Opposite Marthas Church, SGR Dental College Road, Mennenkolala, Marathahalli, Bangalore",Food Zone,1,0,3.4,308,53,"Roti, Fish Fry, Egg Noodles",300.0
3061,"152/2,Opposite Government Hospital, Shanbogh Layout, Doddanekkundi, Marathahalli, Bangalore",Udupi Grand Veg,1,0,3.0,208,53,"Chole, Roti, Vada",450.0
3062,"319/26, Spice Garden, Silver Spring Layout, Near Village Hypermarket, Varthur Road, Marathahalli, Bangalore",Village Restaurant,1,0,3.5,338,17,"Naan, Kulcha, Panneer Butter Masala, Appam, Malabari Biryani, Tea, Al Faham Chicken",1000.0
3063,"95/3, Gowrasi Arcade, Doddenekundi, Outer Ring Road, Marathahalli, Bangalore",The Bahubali,1,1,3.5,151,17,"Paratha, Kulcha, Biryani, Dal Makhani",800.0
3064,"107, Praveen Transport Complex, Near ITPL Gate 3, Pattandur Agrahara, Whitefield, Bangalore",Alpha - House of Biryani & Tandoor,1,0,3.3,387,17,"Raita, Paneer Biryani",800.0
3065,"107, Praveen Transport Complex, Near ITPL Gate 3, Pattandur, Agrahara, Whitefield, Bangalore",Dilli Darbar,1,0,3.4,372,17,"Thali, Manchurian, Chicken Keema, Chicken Biryani, Butter Chicken, Paneer Mirch Masala, Naan",500.0
3066,"736, Near Tata Motors, Kundanahalli Road, Brookefield, Bangalore",McDonald's,1,0,3.0,394,53,"Burgers, Mcmuffin, French Fries, Waffles, Pancakes, Mc Veggie, Coffee",500.0
3067,"8, 5th Cross, Ramanjineya Layout, Oppsite Kalamandir, Marathahalli, Bangalore",Handi Biryani,1,0,3.9,84,53,"Dum Biryani, Hyderabadi Biryani",300.0
3068,"39, Ground Floor, 9th Cross, 1st Stage, Ashraya Layout, Doddenkundi, Mahadevpura, Whitefield, Bangalore",Food Mood,1,0,3.7,52,25,Liti Chokha,350.0
3069,"First Floor, Building 836, Rajpalya, Mahadevpura, Near Bharat Petrol Pump, Maruthi Nagar, Basavanna Nagar, Krishnarajapura, Whitefield, Bangalore",InnerChef,1,0,3.7,175,25,"Salads, Butter Chicken Roll, Chocolate Cake, Dal Makhani, Brownie, Paratha, Pasta",500.0
3070,"Sriven Square Building, Ground Floor, Near Kundanahalli Signal, Marathahalli",Dock Frost'd,1,0,4.6,110,9,"Kala Jamun, Fruit Shake, Waffles, Chocolate Dessert",400.0
3071,"91/A, Munnekolala Extension, Outer Ring Road, Marathahalli, Bangalore",Tandoori Junction,1,0,3.9,81,53,Tandoori Chicken,400.0
3072,"36, C.K.B Layout,Near Nest Backry, Munnekolala, Marathahalli, Bangalore",Dil Punjabi,1,0,2.6,158,53,Paratha,300.0
3073,"10, 4th Cross, Byrappa Layout, Near Reliance Fresh, Whitefield, Bangalore, Bengaluru",Kerala Tiffin,1,0,3.9,162,25,Appam,300.0
3074,"65, 1st Floor, Karthik Nagar, Lrde Layout, Marathahalli, Bangalore",The Bawarchi,1,0,2.6,329,17,"Hyderabadi Biryani, Roti, Chicken Dum Biryani, Pepper Chicken, Chicken Masala, Gongura Chicken, Veg Platter",700.0
3075,"22, Near Canara Bank, Outer Ring Road, Marathahalli, Bangalore",Eat Eroo - Bombay Vada Pav,1,0,4.0,306,53,"Dabeli, Pav Bhaji, Cheese Vada Pav",150.0
3076,"160, 8th Cross Road, Aswath Nagar, Marathahalli, Bangalore",Damodar Seth,1,0,3.1,152,17,"Thali, Fish Fry, Alur Dom, Aalo Bhaja",600.0
3077,"120-P, A3, 1st Floor, Santosh Tower, 3rd Road, KIADB, Near ITPL, Whitefield, Bangalore",BOX8- Desi Meals,1,0,4.2,78,63,"Paratha, Chicken Tikka Biryani, Basmati Rice, Rajma, Dal Makhani",500.0
3078,"6, Shyamala Reddy Dental College Road, Marathahalli, Bangalore",Ande Ka Funda,1,0,3.3,225,53,Paratha,250.0
3079,"6th Cross Road, Marathahalli Village, Marathahalli, Bangalore",Satakarni,1,0,3.1,216,17,Chicken Biryani,650.0
3080,"C4, Near Village Hyper Market, Spice Garden Layout, Marathahalli, Bangalore",Lassi Corner,1,0,3.3,68,10,"Sandwiches, Lassi, Berry Delight, Faluda, Oreo Shake",250.0
3081,"147/1, Varthur Kodi, Opposite Columbia Asia Hospital, Ozean Road, Whitefield Main Road, Whitefield, Bangalore",Orbis Restaurant,1,1,3.9,1117,17,"Chicken Biryani, Burgers, Halwa, Shawarma Roll, Malabari Biryani, Noodles, Barbeque Chicken",750.0
3082,"295, Ground Floor, AECS Layout Main Road, Kundanahalli, Brookefield, Bangalore",Domino's Pizza,1,0,3.0,458,53,"Pizza, Garlic Bread",800.0
3083,"90/3, Opposite to Innovative Multiplex, Outer Ring Road, Marathahalli, Bangalore",Cream Stone,1,0,4.1,502,26,"Waffles, Vanilla Ice Cream, Hot Chocolate Fudge, Coffee, Brownie, Tiramisu, Chocolava",500.0
3084,"50, Bali Squre, Sai Baba Temple Road, Kundnahalli Gate, Marathahalli, Bangalore",The Waffcake Legacy,1,0,4.0,167,26,"Waffles, Pancakes, Liti Chokha, Ginger Tea, Maggi, Hot Chocolate, Chaat",350.0
3085,"122, Outer Circle, Dodsworth Layout, Whitefield, Bangalore",Warm Oven,1,0,4.0,171,0,Chocolate Cake,500.0
3086,"605, AECS Layout, Kundanahalli, Brookefield, Bangalore",Kesar Sweet Shop and Fast Food,0,0,4.1,1123,53,"Chole Bhature, Jalebi, Chaat, Puri Sabzi, Buttermilk, Dhokla, Panipuri",500.0
3087,"620, 1st Main Road, C Block, AECS Layout, Brookefield, Bangalore",Breads and Banter,0,1,4.2,65,12,"Tea, Pizza, New York Cheesecake, Hot Chocolate, Sunday Brunch",400.0
3088,"Near Andra Bank, Nallurahalli Circle, Whitefield, Bangalore",Imperia Restaurant,1,0,2.4,125,17,"Chicken Grill, Biryani",500.0
3089,"Purva Riviera Apartment Commercial Complex, Spice Garden Layout, Lakshminarayana Pura, AECS Layout, Marathahalli, Bangalore",Kaati Zone,1,0,3.3,184,53,"Rolls, Falafel, Biryani, Paratha",350.0
3090,"1st Floor, Besides Printo, Doddanakundi Industrial Area, Graphite India Road, Mahadevpura, Whitefield, Bangalore",The Paratha Company,1,0,4.2,402,25,"Kheer, Dhaniya Chutney, Paneer Parantha, Sattu Paratha, Aloo Paratha, Liti Chokha, Salad",400.0
3091,"Bungalow 1, Bright Farm, Thubarahalli, Varthur Road, Whitefield, Bangalore",Enchanted Garden,1,1,4.3,330,19,"Burgers, Pav Bhaji, Paneer Tikka, Salad, Sandwiches, Pasta, Pizza",1400.0
3092,"Ground Floor, Shop A, Site 1 & 2, Saroj Square, Kundanahalli Gate Main Road, Marathahalli, Bangalore",Imperial Restaurant,1,0,3.7,487,17,"Mutton Roganjosh, Shawarma, Chicken Biryani, Raita, Chicken Kebab, Tandoori Chicken, Butter Naan",700.0
3093,"1st Floor, Shanthamma Building, Behind Shell Petrol Bunk, Nallurhalli Road, Siddhapura, Marathahalli, Bangalore",Chatora,1,0,3.5,108,53,"Chole Bhature, Paratha, Veg Thali, Poori Bhaji, Chaat, Chhole Bhature",300.0
3094,"32/33, First Floor, Mahadevpura, Doddankundi, Marathahalli, Bangalore",Firangi Bake,1,0,4.1,48,25,"Garlic Bread, Minced Chicken Lasagne",600.0
3095,"49, Upkar Layout, ITPL Road, Next To GR Tech Park, Whitefield, Bangalore",FreshMenu,1,0,3.2,835,25,"Salads, Noodles, Salad, Pizza, Pasta, Mousse, Sandwiches",450.0
3096,"90/4, Above Sony Centre, Opposite Park Plaza, Outer Ring Road, Marathahalli, Bangalore",Meghana Foods Grand,1,0,4.2,3336,17,"Andhra Thali, Veg Thali, Lollipop Biryani, Chicken Boneless Biryani, Hyderabadi Biryani, Mutton Biryani, Vegetable Biryani",600.0
3097,"G-9 and G-10, Ground Floor, Ascends Park Square, ITPL Main Road, Whitefield, Bangalore",Burger King,1,0,3.9,114,53,"Burgers, Fries",600.0
3098,"445/31, Ground Floor, 2nd A Main, 7th Cross Corner Building, Near Shiva Temple, Gururaja Layout, Dodanakundi, Marathahalli, Bangalore",Foodism,1,0,4.1,319,25,"Poha, Nachos, Sweet Lassi, Aloo Paratha, Chole Bhature, Paneer Parantha, Palak Paneer",300.0
3099,"2A & 3, 15th Cross Rd, Below Zolo Stays Utopia, Green Garden Layout, Munnekollal, Marathahalli, Bangalore",HOMMS,1,0,4.5,224,53,"Tandoori Momos, Pasta, Afghani Momos, Chicken Wings, Roasted Chilli",300.0
3100,"608, C Block, AECS Layout, Kundanahalli, Brookefield, Bangalore",Salem Kitchen,0,0,3.4,230,17,"Chicken Sukha, Butter Chicken, Panneer Butter Masala, Masala Prawn, Chicken Curry, Biryani, Paratha",550.0
3101,"LG/02, Lower Basement, Ascendas Park Square Mall, Whitefield, Bangalore",Pizza Hut,1,0,3.7,486,53,"Pane Pizza, Garlic Bread, Thin Crust Pizza, Paneer Pizza, Pepperoni, Pasta",750.0
3102,"G1022, Ardente Office One, Hoodi, Whitefield, Bangalore, Bangalore",Artinci Artisanal Ice Cream,1,0,4.0,58,26,"Vanilla Ice Cream, Hot Chocolate Fudge, Chocolate Icecreams",300.0
3103,"Shop 7/3, ASK Tower, Kundanahalli Gate, Next to Bata Showroom, AECS Layout, Brookefield, Bangalore",Amanthrana Gardenia,1,0,3.8,107,17,"Neer Dosa, Biryani, Chicken Curry, Murgh Ghee Roast, Manchow Soup, Chicken Sukha",800.0
3104,"Opposite Silver Line Bakery, Kundanahalli Gate, ITPL Main Road, Brookefield, Bangalore",M.M.A. Kabab's & Biriyani Center,1,0,3.2,789,53,"Biryani, Chicken Grill, Roast Chicken, Tandoori Chicken, Pepper Chicken, Roti, Rolls",400.0
3105,"1, 6th Cross, Laxmi Layout, Munnekolala, Marathahalli, Bangalore",Samosa Singh,1,0,4.0,239,53,"Veg Platter, Chicken Kebab Roll, Chai, Aloo Samosa, Chicken Samosa",200.0
3106,"Govindappa Building, Siddapura, Nallurahalli Road, Whitefield, Bangalore",The Early bell,1,0,3.9,191,53,"Sandwich, Paratha, Poha, Sandwiches, Idli Vada, Tea, Roti",300.0
3107,"123, Kamala Complex, AECS Layout, ITPL Main Road, Whitefield",Faasos,1,0,4.0,176,25,"Chicken Wrap, Rolls, Veggie Wrap, Paneer Wrap, Meatballs, Paratha, Chicken Roll",500.0
3108,"1st Main, Sree Ramanjaneya Layout, Marathahalli, Bangalore",Maria Taste Circle,1,0,3.9,666,17,"Appam, Paratha, Crab Masala, Tea, Mutton Stew, Fish, Chicken Masala",450.0
3109,"249/3, 2nd Cross, ITPL Main Road, Kundalahalli Colony, Brookefield, Bangalore",Punjabi Tasty Khana,1,0,3.1,158,53,"Panneer Butter Masala, Paratha, Vegetable Biryani",450.0
3110,"1st Floor, Besides Printo, Doddanakundi Industrial Area, Graphite India Road, Mahadevpura Post, Whitefield, Bangalore",Maa Bhook Lagi,1,0,4.0,901,25,"Kheer, Raita, Custard, Rajma Chawal, Gulab Jamun, Aloo Paratha, Chole",400.0
3111,"1339, 60 Feet Road, D Block, AECS Layout, Marathahalli, Bangalore",Chatpatlal Sweets & Snacks,1,0,4.2,334,59,"Chaat, Ginger Tea, Club Kachori, Samosa, Aloo Paratha, Thali, Dhokla",200.0
3112,"Shanepunjabie Building, Ground Floor, ECC Road Patandur Agrahara, Whitefield, Bangalore",Shan-e-Punjabi Express,1,0,3.1,71,53,Chicken Biryani,400.0
3113,"Virginia Mall, 10 - 12, Ramgondanahalli, Varthur Hobli, Whitefield, Bangalore",Paradise,1,1,3.9,1644,17,"Chicken Biryani, Mutton Biryani, Vegetable Biryani, Mutton Seekh Kebab, Hyderabadi Dum Biryani, Chicken Tenders, Egg Biryani",800.0
3114,"33/4, Narayanamma Garden, 8th Cross, Konen Agrahara, Murugeshpalya, Old Airport Road, Bangalore",Le Gateau - The Cake Shop,1,0,4.4,536,25,"Cup Cake, Fruit Gateau, Sponge Cake, Mango Cake, Eggless Cake, Chocolate Truffle Cake, Cheesecake",600.0
3115,"Tata Star Extra, Opposite Shankara Eye Hospital, Kundalahalli Gate, Varthur Road, Marathahalli, Bangalore",Corner House Ice Cream,1,0,4.5,949,26,"Ice Cream Sundae, Fruit Salad, Hot Chocolate Fudge, Brownie, Chocolate Mousse, Chocolate Icecreams, Almond Fudge",400.0
3116,"35/1B, CRM Sowbhagya Annex Complex, Varthur Road, Marathahalli, Bangalore",Stonelicious,1,0,4.1,284,26,"Waffles, Chocolate Avalanche, Chocolate Volcano, Lava Cake",300.0
3117,"611, 1st Main, C Cross, AECS Layout, Kundanahalli, Brookefield, Bangalore",Udupi Delux,0,0,2.6,140,17,"Ginger Tea, Roti, Dal Tadka, Naan, Rava Masala Dosa",400.0
3118,"Sriven Square, 2nd Floor, Above Reliance Trends, Opposite Shankar Eye Hospital, Kundalahalli Gate, Brookefield, Bangalore",Kritunga Restaurant,0,0,2.9,595,17,"Bhindi Fry, Paneer Biryani, Bamboo Chicken, Vegetable Biryani, Mushroom Biryani, Sweet Corn Soup, Butter Naan",650.0
3119,"39, Babbu Reddy Building, Kundanahalli Gate, Brookefield, Bangalore",Rekha Restaurant,0,0,3.6,97,53,"Fish, Paratha, Fried Rice",450.0
3120,"120, Ground Floor, EPIP Zone, Near BMTC Bus Depot, Whitefield, Bangalore",Cold Stone Creamery,1,0,4.3,501,26,"Chocolate Devotion, Pomegranate Sorbet, Waffles, Brownie, Apple Pie, Cheesecake Ice Cream, Coffee",400.0
3121,"102/3, 1st Floor, Anmol Carlson Court, Whitefield Main Road, Whitefield, Bangalore",Foodies Delight,1,0,3.8,178,53,"Sandwich, Gujarati Food, Pav Bhaji, Tea, Thali, Panipuri",400.0
3122,"Mahadevapura Outer Ring Road, Doddanakundi, Marathahalli, Bangalore",Ovenstory Pizza,1,0,4.1,74,25,"Chocolava, Paneer Pizza",750.0
3123,"S3, S4, Silver Springs Layout, Spice Garden Compound, Marathahalli, Bangalore",Biggies Burger 'n' More,1,0,3.8,63,11,"Burgers, Fries, Mojito, Coffee, Hot Dog, American Cheese Burger",650.0
3124,"Opposite Innovative Multiplex, Oyo Meridian Suits, Marathahalli, Bangalore",TBC - The Breakfast Company,1,0,3.8,26,53,"Poha, Aloo Paratha",150.0
3125,"42/111, 2nd Floor, Opposite Brookfield Mall, Kundalahalli, Brookefield, Bangalore",Shanmukha,1,0,4.0,546,17,"Raita, Chicken Biryani, Mutton Biryani, Vegetable Biryani, Chicken Curry, Prawn, Gulab Jamun",800.0
3126,"No 526, Siddapura, Survey 68, Nallurahalli Road, Ramagondanahalli, Whitefield, Bangalore",Office Lunch Box,1,0,3.7,111,25,"Chicken Curry, Biryani",200.0
3127,"1, Siddhapura, Varthur Main Road, Whitefield, Bangalore",Desi Khana,1,0,3.4,242,53,"Dal Makhani, Paneer Thali",300.0
3128,"1, 1st Floor, Akhitaan, Kundanahalli Cross Road, Brookefield, Bangalore",Mast Kalandar,0,0,2.4,229,17,"Chaat, Buttermilk, Paneer Bhurji, Gaon Ki Thali, Paratha, Gulab Jamun, Chole",450.0
3129,"90/3, Opposite Innovative Multiplex, Beside World of Titan, Outer Ring Road, Marathahalli, Bangalore",Onesta,1,1,4.6,2750,19,"Mojito, Pasta, Bbq Chicken Pizza, Butter Chicken Pizza, Farmhouse Pizza, Ricotta Ravioli, Roast Chicken Pizza",600.0
3130,"107/P2, Arun Compound, Opposite HCL, ITPL Main Road, Whitefield, Bangalore",U.P. Dhaba,1,0,2.8,511,53,"Paratha, Paneer Thali, Tandoori Roti, Chole Bhature",350.0
3131,"Ascendas Park Square, 3rd Floor, ITPB, Whitefield Road, Bangalore, Whitefield, Bangalore",KFC,1,0,2.8,246,35,"Hot Wings, Burgers, Fries",400.0
3132,"199, Kuralagam Panchayat Road, Prashanth Layout, Whitefield, Bangalore",Windy- Taste Of Home,1,1,3.6,109,53,"Thali, Biryani, Aloo Paratha",300.0
3133,"Shop G01 & G01A, Brookefield Mall, Kundanahalli, Brookefield, Bangalore",Dunkin' Donuts,1,0,4.0,180,57,"Donut, Burgers, Eclair, Hot Chocolate",550.0
3134,"36/4, Fourth Floor, Soul Space Arena, Outer Ring Road, Doddanekkundi Village, Marathahalli, Bangalore",Brew and Barbeque - A Microbrewery Pub,1,1,4.7,5746,47,"Bbq Platter, Craft Beer, Cocktails, Nachos, Pizza, Cosmopolitan, Wheat Beer",1400.0
3135,"710, Thubarahalli, Varthur Main Road, Whitefield, Bangalore",Al-Bek,1,0,3.6,118,63,Mutton Biryani,300.0
3136,"Ground Floor, Soul Space Paradigm, BehindBata Showroom Outer Ring Road, Next to Innovative Multiplex, Marathahalli, Bangalore",Punjabi Twist,1,0,4.1,141,53,"Thali, Salad, Palak Paneer, Chicken Curry, Butter Chicken, Buttermilk, Shahi Paneer",300.0
3137,"Ground Floor, Soul Space Paradigm, Next to Innovative Multiplex, Bata Showroom, Marathahalli, Bangalore",Sidewalk - The Garden Bar,1,1,4.5,2949,5,"Veg Burger, Pesto Pasta, Cocktails, Pizza, Craft Beer, Chicken Steak, Prawn",1300.0
3138,"Next To City Super Market, Thubbarhalli, Varthur Main Road, Whitefield, Bangalore",Chaat Street,1,0,4.1,219,38,"Chaat, Pav Bhaji, Tea, Samosa, Vada Pav, Panipuri, Bhel Puri",250.0
3139,"Prasanth Layout, Prasanth Extension, Whitefield, Bangalore",Thalassery Restaurant,1,0,3.0,530,17,"Kadala Curry, Appam, Shawarma Roll, Mutton Stew, Tea, Thalassery Biryani, Chicken Fry",500.0
3140,"1, Nanjappa Complex, Kundalahalli Gate, Kundalahalli, Bangalore",North Wale Restaurant,0,0,2.9,115,17,Tandoori Chicken,800.0
3141,"194, A-Block, AECS Layout, Kundanahalli, Brookefield, Bangalore",An Egg Story,0,0,4.1,701,11,"Healthy Breakfast, English Breakfast, Caesar Salad, Burgers, Enchiladas, Sunday Brunch, Omelette",600.0
3142,"Opposite Brookefield Mall, Brookefield, Bangalore",Radha Rani,1,0,3.3,244,53,"Fish, Veg Thali, Biryani",400.0
3143,"90/4, First Floor, JP Royale, Above ICIC Bank, Opposite Innovative Multiplex, Outer Ring Road, Marathahalli, Bangalore",Chickpet Donne Biryani House,1,0,3.7,80,17,"Donne Biryani, Chicken Biryani, Mutton Biryani",600.0
3144,"33, Sundari Armadale, Whitefield Main Road, Adjacent to Forum Value Mall, Varthur Kodi, Whitefield, Bangalore",Sorse,1,1,4.0,956,17,"Fish, Prawn Malai Curry, Mishti Doi, Dhokar Dalna, Biryani, Mutton Kosha, Malpua",750.0
3145,"83, GP Plaza, Outer Ring Road,Near Kala Mandir, Marathahalli, Bangalore",Nizam's Biryani House,1,0,3.9,756,17,"Hyderabadi Biryani, Tikka, Chicken Biryani, Chicken Lollipop, Paneer Kulcha",1000.0
3146,"122/3, Sai Kamala Complex, ITPL Main Road, Brookefield, Bangalore",Le Charcoal,1,1,3.9,328,17,"Gajar Ka Halwa, Tandoori Chicken, Gulab Jamun, Mutton Seekh Kebab, Al Faham Chicken, Mutton Biryani, Fish",600.0
3147,"120, Ground Floor, EPIP Zone, Near BMTC Bus Depot, Whitefield, Bangalore",Galito's,1,1,4.6,586,17,"Garlic Bread, Peri Peri Chicken, Burgers, Chicken Grill, Peri Fries, Mocktails, Paneer Burger",1000.0
3148,"Next to Airtel 4G, Near Kartik Nagar, Outer Ring Road, Marathahalli, Bangalore",Delhi Walle,1,0,3.9,631,53,"Chole Bhature, Deluxe Thali, Lassi, Chaat, Aloo Paratha, Soya Chaap Biryani, Dahipuri",300.0
3149,"1, Gurukrupa Complex, Sai Baba Temple Main Road, Munnekolala, Marathahalli, Bangalore",Lassi Corner,1,0,3.7,141,7,"Lassi, Brownie, Faluda, Kulfi, Coffee",300.0
3150,"17/P2, Arun Compound, ITPL Main Road, Whitefield",Delhi Kitchen,1,0,2.9,142,63,Paratha,400.0
3151,"Near Innovative Multiplex, Tulasi Theatre Main Road, Marathahalli, Bangalore",Nandighosha,1,0,3.6,535,53,"Fish Curry, Dal Makhani, Khichda, Chicken Handi",400.0
3152,"3rd Floor, Santhosh Towers, 120 P A3, KIADB Export Promotion Industrial Area, Whitefield, Bangalore",Coastal Hub,1,1,4.0,364,17,"Kerala Parotta, Appam, Ghee Rice, Sea Food, Paratha, Chicken Dum Biryani, Beef Fry",700.0
3153,"107,Pattandur Agrahara,Near ITPL Gate, Whitefield, Bangalore",Andhra Biryanis,1,0,4.0,108,17,Biryani,700.0
3154,"2nd Floor, Santosh Tower, 3rd Road, EPIP, Whitefield, Bangalore",Suryawanshi,1,0,4.1,926,17,"Misal Pav, Mutton Fry, Malwani Food, Mutton Thali, Chicken Fry, Sabudana Vada, Chicken Handi",700.0
3155,"8, Ground Floor, KRTI Building, SGR Dental College Road, Munnekolala, Marathahalli, Bangalore",9D Foods,1,0,4.0,458,53,"Kheer, Paneer Chatpata, Mango Lassi, Thali, Paratha, Gulab Jamun, Buttermilk",400.0
3156,"Food Court, Sjr I-Park, Built In, Whitefield, Bangalore",Behrouz Biryani,1,0,3.9,167,25,"Raita, Gulab Jamun, Basmati Rice, Gosht Dum Biryani",650.0
3157,"5/2A, Jagrithi, Ramagondanahalli, Whitefield, Bangalore",The Fat Chef,1,1,4.1,1739,17,"Caesar Salad, Khao Suey, Beef Steak, Veggie Pizza, Pasta, Peri Peri Chicken Pizza, Mousse",1400.0
3158,"Ground Floor, EPIP Zone, Near BMTC Bus Depot, Whitefield, Bangalore",Bloomsbury's Global Kitchen & Bakehouse,1,1,4.5,733,15,"Pizza, Cheesecake, Burgers, Pasta, Waffles, Chocolate Cake, Veg Burger",900.0
3159,"14, ECC Road, Near GR Tech Park, Whitefield, Bangalore",New Paratha Corner,1,0,3.9,175,53,"Rice, Paratha, Thali",350.0
3160,"120-A3, 3rd Road, Ground Floor, Santosh Tower, EPIP Area, Whitefield, Bangalore",The Egg Factory,1,0,4.0,738,17,"French Toast, Pasta, Egg Pav Bhaji, Khau Suey, Shakshouka, Chicken Burger, Omelette",750.0
3161,"12, Miraya Rose, Vathur Hobli, Whitefield, Bangalore",Daily Sushi,1,0,3.8,56,17,"Sushi, Ramen, Noodles",900.0
3162,"Beside Reliance Fresh, Whitefield Main Road, Bangalore, Whitefield, Bangalore",Punjabi Kitchen,1,0,3.6,202,53,"Butter Naan, Paratha, Kulcha, Butter Chicken, Shawarma, Roti, Thali",400.0
3163,"Ground Floor, Vims Hospital Buidling, Opposite to More, Marathahalli, Bangalore",Bahar Cafe,1,1,4.0,903,17,"Chicken Biryani, Hyderabadi Biryani, Butter Naan, Vegetable Biryani, Ulvacharu Biryani, Mutton Biryani, Raita",750.0
